id,table_id,created_at,updated_at,tblidx,wszName,seTblidx,bSeType,byRvType,byExclIdx,byMinLevel,byMaxLevel,byFrequency,wEnchant_Value,byKind,dwEquip,byGroupNo,wMaxValue,bIsSuperior,bIsExcellent,bIsRare,bIsLegendary
38d963c8-5050-40a6-819a-41827052e087,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,804,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,15,0,12,53,true,true,true,true
38ee4592-7339-4ef3-a3e7-b89cb1b35de9,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,141,ACTIVE_CON_UP,611,false,0,0,3,255,1,0,0,0,12,48,true,true,true,true
392a54d3-1000-41a5-86ad-105334d7af9b,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,594,ACTIVE_ATTACK_SPEED_UP,617,true,0,0,10,255,1,0,11,0,10,10,true,true,true,true
3931f76e-1b4b-4cf7-8d88-dec1b2127cca,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,152,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,1,0,5,44,true,true,true,true
394d5343-0605-47b0-a175-24f5d33882fd,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,489,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,9,0,11,53,true,true,true,true
3950a56c-d9a4-4020-9392-8a44570db4d6,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,770,ACTIVE_PHYSICAL_OFFENCE_UP,606,false,0,0,1,255,1,0,15,0,5,125,true,true,true,true
39bd116e-309f-43f4-88e2-f917c302a27b,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,475,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,9,0,8,53,true,true,true,true
3a3015b3-10cd-4b39-a2c2-0c5e3830ed94,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2027,상태이상 저항 상승,631,false,0,21,1,255,3,204,0,8512,1,0,true,true,true,true
3a3b67b4-1f13-4ffe-bd9c-d6d0c790e04d,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,612,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,12,0,4,44,true,true,true,true
3a4e6d58-b849-4353-9ca3-87d30788aff0,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,225,ACTIVE_PHYSICAL_CRITICAL,632,false,0,0,5,255,1,0,4,0,9,21,true,true,true,true
3aa8ae33-eb63-4b30-b363-f3d966ebaec7,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,713,ACTIVE_ATTACK_SPEED_UP,617,true,0,0,10,255,1,0,14,0,5,10,true,true,true,true
3b18abac-5952-4d44-8d4e-86c3e53e7e8e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,284,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,5,0,10,32,true,true,true,true
3b5ae7c1-23bd-4d0c-8056-b9972cf9d600,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,828,ACTIVE_ENERGY_CRITICAL,633,false,0,0,5,255,1,0,16,0,7,24,true,true,true,true
3b625a15-03fd-4d65-ac52-b7185e551553,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,402,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,8,0,4,32,true,true,true,true
3b68714b-d75e-4f0d-be32-cde40df0c9d5,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2019,용맹 속성방어 % 상승,623,false,0,16,1,255,3,2600,0,9440,1,0,true,true,true,true
3c0f144d-a3b3-40a3-9247-36c480603723,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,852,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,17,0,3,53,true,true,true,true
3c229b1c-783b-43a1-ac08-915a7c23ccbb,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,316,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,6,0,7,53,true,true,true,true
3c901d29-04e5-4b2f-a28a-cb8dd169bb2c,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,794,ACTIVE_ATTACK_SPEED_UP,617,true,0,0,10,255,1,0,15,0,10,10,true,true,true,true
3c954c5f-f173-441c-89d4-a875bde4fbc2,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1043,ACTIVE_STRANGE_DEFENCE_UP,622,false,0,0,5,255,1,0,20,0,8,20,true,true,true,true
3cfeeac6-4d78-48a5-b76d-d78a6d6e39d0,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,47,ACTIVE_ELEGANCE_DEFENCE_UP,624,false,0,0,10,255,1,0,1,0,0,10,false,false,false,false
3d48ded8-c4ac-41b0-b85d-c6a657836466,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,872,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,17,0,7,62,true,true,true,true
3d508121-426a-4fe2-a347-209147c836a8,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,425,ACTIVE_PHYSICAL_CRITICAL,632,false,0,0,5,255,1,0,8,0,9,21,true,true,true,true
3dca33d6-290b-4e58-a06d-7d8255da24cc,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,688,ACTIVE_CON_UP,611,false,0,0,3,255,1,0,13,0,11,48,true,true,true,true
3e23639b-9ca2-44c4-a093-96dd8a96056e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1062,ACTIVE_CON_UP,611,false,0,0,3,255,1,0,21,0,1,48,true,true,true,true
3fef6ae2-a6c8-40d9-8f2e-7129799cb449,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1045,ACTIVE_ELEGANCE_DEFENCE_UP,624,false,0,0,5,255,1,0,20,0,8,20,true,true,true,true
3ff0d6a4-7273-499a-b059-2aca9d431b01,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,813,ACTIVE_ATTACK_SPEED_UP,617,true,0,0,10,255,1,0,16,0,5,10,true,true,true,true
4069c890-0bf4-41e5-a56c-dcde3f8d5031,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,293,ACTIVE_PHYSICAL_DEFENCE_UP,608,false,0,0,1,255,1,0,5,0,12,1350,true,true,true,true
406cdced-8bff-45ea-bec8-806a8d6ca56e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,476,ACTIVE_CON_UP,611,false,0,0,3,255,1,0,9,0,8,48,true,true,true,true
407cb444-f3b9-4772-ad52-0caf98226cac,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,704,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,14,0,2,53,true,true,true,true
4089e775-38b9-411e-8afe-3513488c3b84,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,753,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,15,0,1,44,true,true,true,true
40a6ec29-5090-49e7-b0cb-437baa0c966e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,191,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,4,0,1,44,true,true,true,true
4133abb7-54d5-490c-ae9c-03e8fa44a275,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1102,ACTIVE_POISON_DEFENCE,680,false,0,0,1,255,1,0,22,0,4,1350,true,true,true,true
417d8696-7150-4770-a738-03116ff479b3,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,860,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,17,0,5,44,true,true,true,true
4199aa4d-9355-4e17-aab9-d1da2bccc610,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,682,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,13,0,9,53,true,true,true,true
41c2a1d9-42b4-47f3-a802-a139d5d6a6ca,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,511,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,10,0,4,53,true,true,true,true
41d2abff-c809-469f-a4df-9664dada7728,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,447,ACTIVE_PHYSICAL_CRITICAL_DAMAGE_UP,658,false,0,0,4,255,1,0,9,0,2,28,true,true,true,true
42431401-7df0-42e6-860f-14f376074db6,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,470,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,9,0,7,53,true,true,true,true
42aca341-cab7-49af-8818-48e09e7866f6,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2036,마비 지속 시간 감소,643,true,0,26,1,255,3,408,0,64,1,0,true,true,true,true
42b2a37c-69cd-41ec-a675-200557c6c0ac,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2034,석화 저항력 강화,641,true,0,25,1,255,3,683,0,64,1,0,true,true,true,true
432df3d8-43d9-4e05-9e5e-8f3fbcaf3829,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,779,ACTIVE_ATTACK_RATE_UP,618,false,0,0,1,255,1,0,15,0,7,528,true,true,true,true
43491972-fac6-41df-a45f-384e4598ba74,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,350,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,7,0,4,44,true,true,true,true
43812cb5-5027-4bb3-952a-4489cd26f5c5,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2028,타격 크리티컬 확률 상승,632,false,0,22,1,255,3,2040,0,10243,1,0,true,true,true,true
438e1656-e98d-4470-92c4-403996c4bc6a,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2064,최대 RP 감소,810,false,0,37,1,255,3,2040,0,12,1,30632,true,true,true,true
44159700-bedb-47d3-a6d9-719962e26778,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,691,ACTIVE_SOL_UP,614,false,0,0,2,255,1,0,13,0,11,53,true,true,true,true
4424ef97-d286-4c48-b0ec-e40dac9a7198,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,956,ACTIVE_POISON_DEFENCE,680,false,0,0,1,255,1,0,19,0,2,1350,true,true,true,true
44394b48-f21b-458b-9650-5f491b39035e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,386,ACTIVE_BLOCK_RATE_UP,620,false,0,0,1,255,1,0,7,0,12,352,true,true,true,true
4492d94e-f027-4b7a-8007-1c1795a8386c,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,671,ACTIVE_ATTACK_RATE_UP,618,false,0,0,1,255,1,0,13,0,7,528,true,true,true,true
44d5391c-6192-4cfd-b651-6b5ae5286dfb,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,866,ACTIVE_STR_UP,610,false,0,0,2,255,1,0,17,0,6,57,true,true,true,true
44e74fd4-3b79-4657-92cf-52401b3b1170,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,716,ACTIVE_PHYSICAL_OFFENCE_UP,606,false,0,0,1,255,1,0,14,0,5,125,true,true,true,true
44f73ca8-94c9-4984-bf4c-68f2a458e1a5,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,726,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,14,0,7,62,true,true,true,true
455059a9-f564-452d-8c09-71d4fa56e82b,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,295,ACTIVE_CON_UP,611,false,0,0,3,255,1,0,5,0,12,48,true,true,true,true
4562bfdc-298e-42f7-a0f5-24e5b41f6563,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,745,ACTIVE_SOL_UP,614,false,0,0,2,255,1,0,14,0,11,53,true,true,true,true
458ca072-dd08-4aab-9309-829a79d0fe50,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,346,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,7,0,3,32,true,true,true,true
45c9642f-bd90-4a95-b4f0-a5083811896d,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,250,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,5,0,2,53,true,true,true,true
461cdad6-4836-4035-96df-47317a821f8b,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,94,ACTIVE_PHYSICAL_CRITICAL,632,false,0,0,5,255,1,0,0,0,2,21,true,true,true,true
4691878c-8790-474b-b60d-f5525ba8f6c9,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1025,ACTIVE_STOMACHACHE_DEFENCE,679,false,0,0,1,255,1,0,20,0,5,1350,true,true,true,true
46920b90-da8f-4a51-8ee7-4359d89b7e82,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,329,ACTIVE_PHYSICAL_CRITICAL_DAMAGE_UP,658,false,0,0,4,255,1,0,6,0,10,28,true,true,true,true
46d02559-809f-4760-a3d1-d3b82806d9c9,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,617,ACTIVE_ENERGY_OFFENCE_UP,607,false,0,0,1,255,1,0,12,0,5,104,true,true,true,true
470b637d-6c4a-4713-880a-71c02f65d972,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1060,ACTIVE_CANDY_TOLERANCE_UP,642,true,0,0,1,255,1,0,20,0,10,220,true,true,true,true
47344ecb-0bca-49d2-920d-97b4c47b0d58,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,885,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,17,0,10,44,true,true,true,true
475b7e8d-34cf-43d8-b550-7e19fb04a609,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,287,ACTIVE_STR_UP,610,false,0,0,2,255,1,0,5,0,11,57,true,true,true,true
480284e9-de18-46dd-8c0f-cff502aea468,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,85,ACTIVE_STRANGE_OFFENCE_UP,673,false,0,7,13,255,1,0,1,0,0,8,false,false,false,false
48786604-2c12-4e69-ae63-fce382ad7879,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,428,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,8,0,9,53,true,true,true,true
48b137f4-d564-4dbf-8e1f-2a4dba52e715,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,409,ACTIVE_ENERGY_OFFENCE_UP,607,false,0,0,1,255,1,0,8,0,5,104,true,true,true,true
48c91398-8c8f-41e1-bc91-443378c7aeb8,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,226,ACTIVE_ENERGY_CRITICAL,633,false,0,0,5,255,1,0,4,0,9,24,true,true,true,true
48dde157-084a-41ed-a94f-12d1a93b1e90,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,996,ACTIVE_FUNNY_DEFENCE_UP,625,false,0,0,5,255,1,0,19,0,8,20,true,true,true,true
4907c81c-e5ab-460d-9c72-104ca9348191,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,648,ACTIVE_BLOCK_RATE_UP,620,false,0,0,1,255,1,0,12,0,12,352,true,true,true,true
49345c4c-b8f3-4700-8877-7bb2bfc73a2b,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,338,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,6,0,11,62,true,true,true,true
4947b4c5-a54d-4dc1-8344-34e6dc6b669d,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,799,ACTIVE_SOL_UP,614,false,0,0,2,255,1,0,15,0,11,53,true,true,true,true
4974bc6b-dc27-4645-b44c-1d249a5153c3,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,656,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,13,0,4,32,true,true,true,true
49def314-1771-481f-90a7-a9e7eb9afc49,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,461,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,9,0,5,53,true,true,true,true
49f27e3b-24f1-4c01-9347-32a374cb1fb1,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,2046,기공 크리티컬 데미지 % 상승,659,false,0,29,1,255,3,819,0,12291,1,0,true,true,true,true
49f68147-2710-4919-9fb4-93f75dfbae64,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,517,ACTIVE_ENERGY_OFFENCE_UP,607,false,0,0,1,255,1,0,10,0,5,104,true,true,true,true
4a68e470-820e-447b-883e-6c0a6168f303,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,728,ACTIVE_ENERGY_CRITICAL,633,false,0,0,5,255,1,0,14,0,7,24,true,true,true,true
4a722614-a4fc-4bea-901a-e091283e3eb2,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,632,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,12,0,8,62,true,true,true,true
4ae40baa-0993-4dcf-8458-fd946ea3daef,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1047,ACTIVE_PHYSICAL_OFFENCE_UP,606,false,0,0,1,255,1,0,20,0,9,125,true,true,true,true
4b263299-b2da-4f96-9336-efbeef92ff96,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,556,ACTIVE_PHYSICAL_CRITICAL,632,false,0,0,5,255,1,0,11,0,2,21,true,true,true,true
4b40c61a-6eb6-45ca-b631-32d85caf40bd,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,379,ACTIVE_STR_UP,610,false,0,0,2,255,1,0,7,0,11,57,true,true,true,true
4b7dc41f-3aea-4516-9767-4bcedc3c1690,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,1026,ACTIVE_POISON_DEFENCE,680,false,0,0,1,255,1,0,20,0,5,1350,true,true,true,true
4c42fea1-58f1-4c99-af7e-912f90a8e510,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,503,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,10,0,2,44,true,true,true,true
4c615f59-4170-49a8-8db1-34b3d4cc57ef,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,189,ACTIVE_PHYSICAL_OFFENCE_UP,606,false,0,0,1,255,1,0,4,0,1,125,true,true,true,true
4c77b972-267e-4311-9a4b-0db9d4cc9a1e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,471,ACTIVE_ATTACK_RATE_UP,618,false,0,0,1,255,1,0,9,0,7,528,true,true,true,true
4ccaddd9-99ce-482e-86c2-717a8b708520,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,752,ACTIVE_STR_UP,610,false,0,0,2,255,1,0,15,0,1,57,true,true,true,true
4cfa0ff8-bfea-4351-9d28-efa8a219316e,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,646,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,12,0,11,62,true,true,true,true
4d085b0d-2352-49fa-bc81-5aa33f373f00,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,145,ACTIVE_SOL_UP,614,false,0,0,2,255,1,0,1,0,3,53,true,true,true,true
4d4b1879-61c2-47e6-834a-cc4279df3648,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,528,ACTIVE_ENERGY_CRITICAL,633,false,0,0,5,255,1,0,10,0,7,24,true,true,true,true
4d838e3a-34c6-4254-839f-f4f75cab758c,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,335,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,6,0,11,53,true,true,true,true
4da3f9ec-4f3a-4d02-96a1-e2d93e985c63,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,170,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,1,0,8,62,true,true,true,true
4db9267f-c5d3-492d-8562-3e63cf25c312,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,153,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,1,0,5,53,true,true,true,true
4dd0b509-77d2-4d2a-9d9e-2d9033728dbb,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,161,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,1,0,6,32,true,true,true,true
4e030879-3b99-4ce7-b09f-bc60795df58a,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,434,ACTIVE_CON_UP,611,false,0,0,3,255,1,0,8,0,11,48,true,true,true,true
4e3c4d8e-ddc1-455e-a4fb-8c2070416af4,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,328,ACTIVE_FOC_UP,612,false,0,0,2,255,1,0,6,0,9,53,true,true,true,true
4e4ebf23-77f2-4c3d-8835-5c1998d44274,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,969,ACTIVE_BLEEDING_KEEPTIME_DOWN,648,true,0,0,5,255,1,0,19,0,4,20,true,true,true,true
4e630608-a510-401b-a0d1-9b68a3fb15b4,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,859,ACTIVE_ATTACK_SPEED_UP,617,true,0,0,10,255,1,0,17,0,5,10,true,true,true,true
4ee63c22-273e-4d5a-be21-48cdaa3f1f03,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,786,ACTIVE_ENG_UP,615,false,0,0,2,255,1,0,15,0,8,62,true,true,true,true
4f13b0a0-c085-49f8-adcf-0b29f704e81a,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,854,ACTIVE_ENERGY_CRITICAL_DAMAGE_UP,659,false,0,0,4,255,1,0,17,0,3,32,true,true,true,true
4f9eab73-4f20-4777-8c4e-667fcda2432b,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,354,ACTIVE_PHYSICAL_OFFENCE_UP,606,false,0,0,1,255,1,0,7,0,5,125,true,true,true,true
4fa10e75-0245-4d79-b034-83c4f9b6c20d,8c2c4969-64c8-4755-a6af-286a2dfcb5ef,2026-01-12 12:20:44.646072,2026-01-12 12:20:44.646072,499,ACTIVE_DEX_UP,613,false,0,0,3,255,1,0,10,0,1,44,true,true,true,true
